,P,B
AA,0.9943634246413039,0.005636575358696063
AKs,0.8812761648667005,0.11872383513329955
AKo,0.4673840433496868,0.5326159566503131
AQs,0.9663587929896412,0.03364120701035867
AQo,0.8812828906360104,0.1187171093639896
AJs,0.32786668315309386,0.6721333168469061
AJo,0.0592394980839275,0.9407605019160724
ATs,0.7877916330980836,0.21220836690191636
ATo,0.5823977205965932,0.4176022794034067
A9s,0.2349252832614371,0.7650747167385629
A9o,0.0013642941408643482,0.9986357058591356
A8s,0.5163661088749184,0.4836338911250816
A8o,0.0012285358612356826,0.9987714641387644
A7s,0.002254170387486715,0.9977458296125133
A7o,0.817092954544042,0.18290704545595807
A6s,0.2358259509608574,0.7641740490391427
A6o,8.695652173913044e-05,0.9999130434782608
A5s,0.8041494268642104,0.19585057313578966
A5o,0.00019142395146507668,0.9998085760485349
A4s,0.0032777671408511736,0.9967222328591488
A4o,0.0009685359011285462,0.9990314640988714
A3s,0.0010234883177676335,0.9989765116822324
A3o,0.7100918952285117,0.28990810477148826
A2s,0.020615567992018868,0.9793844320079811
A2o,0.799737342053397,0.20026265794660295
KK,0.9352051191996781,0.064794880800322
KQs,0.5271801453107217,0.4728198546892783
KQo,0.6078296287910044,0.3921703712089955
KJs,0.4722593301973786,0.5277406698026215
KJo,0.07614100441063144,0.9238589955893686
KTs,0.05270483862397275,0.9472951613760273
KTo,0.12838416215018764,0.8716158378498123
K9s,0.036966819095090704,0.9630331809049092
K9o,0.02460086486300637,0.9753991351369937
K8s,0.15083133763244397,0.849168662367556
K8o,0.20008799519373716,0.7999120048062629
K7s,0.8565272811619562,0.14347271883804377
K7o,0.0005467011723968285,0.9994532988276031
K6s,0.9336944734667387,0.06630552653326122
K6o,0.00013303424265273008,0.9998669657573472
K5s,0.004041240140567662,0.9959587598594324
K5o,0.054118601337568475,0.9458813986624315
K4s,0.09230615515062261,0.9076938448493774
K4o,0.02762272854463761,0.9723772714553623
K3s,0.0046651776673861415,0.9953348223326138
K3o,0.002511174320181144,0.9974888256798189
K2s,0.0008176525700142235,0.9991823474299858
K2o,0.009152185974511347,0.9908478140254886
QQ,0.9146996105673337,0.08530038943266634
QJs,0.83179462991936,0.16820537008064
QJo,0.04221046572188672,0.9577895342781133
QTs,0.8053289647034332,0.19467103529656687
QTo,0.6609750911321637,0.3390249088678363
Q9s,0.018891734132307502,0.9811082658676925
Q9o,0.35091587890011267,0.6490841210998872
Q8s,0.0029124985677851057,0.9970875014322148
Q8o,0.050445937060117615,0.9495540629398824
Q7s,0.04101559537139939,0.9589844046286006
Q7o,0.0008110655394926876,0.9991889344605074
Q6s,0.02462509435011589,0.9753749056498842
Q6o,0.03671973865402962,0.9632802613459704
Q5s,0.4812694566207692,0.5187305433792307
Q5o,0.020395475545089293,0.9796045244549108
Q4s,0.009685407583710592,0.9903145924162894
Q4o,0.003449066566031854,0.9965509334339681
Q3s,0.05473864885233361,0.9452613511476664
Q3o,0.654877618241674,0.34512238175832605
Q2s,0.6177586405768828,0.3822413594231172
Q2o,0.8087341340964235,0.19126586590357653
JJ,0.9879369363356498,0.01206306366435019
JTs,0.069624578115329,0.930375421884671
JTo,0.30211860165888177,0.6978813983411183
J9s,0.16095103753199513,0.8390489624680049
J9o,0.05507464409603291,0.9449253559039671
J8s,0.5859160047897705,0.4140839952102295
J8o,0.12497036638417444,0.8750296336158255
J7s,0.22086484140425183,0.7791351585957481
J7o,0.9262021732715771,0.0737978267284229
J6s,0.6191741219044415,0.38082587809555835
J6o,0.9790326444506673,0.020967355549332614
J5s,0.24866984945617868,0.7513301505438214
J5o,0.9538997923347577,0.04610020766524228
J4s,0.8807305533871722,0.1192694466128278
J4o,0.9947689085837698,0.005231091416230222
J3s,0.8830436037019322,0.11695639629806774
J3o,0.9989519774116161,0.00104802258838385
J2s,0.9932181724293163,0.006781827570683715
J2o,0.988683877025489,0.011316122974510984
TT,0.9049138487758549,0.09508615122414511
T9s,0.0002565418163160595,0.9997434581836839
T9o,0.3171790379717474,0.6828209620282526
T8s,0.2263026609715625,0.7736973390284375
T8o,0.19871013738037968,0.8012898626196203
T7s,0.05092569446890156,0.9490743055310985
T7o,0.9624124663097591,0.03758753369024094
T6s,0.5595885928824911,0.44041140711750887
T6o,0.9077448718842522,0.09225512811574768
T5s,0.8997620607202271,0.10023793927977287
T5o,0.9691242081890056,0.030875791810994414
T4s,0.9530509621286632,0.04694903787133673
T4o,0.9994038893168049,0.0005961106831950015
T3s,0.9850321242580362,0.0149678757419638
T3o,0.9942879385648251,0.00571206143517492
T2s,0.9990192704430729,0.000980729556927097
T2o,0.9909913759052555,0.009008624094744514
99,0.9074614817810646,0.09253851821893537
98s,0.7645551697727961,0.23544483022720392
98o,0.5911868118393898,0.40881318816061024
97s,0.08507008055625871,0.9149299194437412
97o,0.9806024443580665,0.019397555641933423
96s,0.1722404951601332,0.8277595048398668
96o,0.9987322060072877,0.0012677939927121758
95s,0.14436035556496532,0.8556396444350347
95o,0.8229312751614893,0.17706872483851074
94s,0.9052469280858914,0.0947530719141087
94o,0.9624713551907376,0.03752864480926252
93s,0.9943303232676753,0.00566967673232467
93o,0.9886342924320819,0.011365707567918144
92s,0.9865221050770808,0.013477894922919158
92o,0.9792566870860456,0.02074331291395431
88,0.9524956547057564,0.047504345294243765
87s,0.09796496305899767,0.9020350369410024
87o,0.9955540880634491,0.004445911936550758
86s,0.05645898688017261,0.9435410131198274
86o,0.9768260144277393,0.02317398557226067
85s,0.3170280678380054,0.6829719321619946
85o,0.9773436098616981,0.022656390138301796
84s,0.9368348221799381,0.06316517782006188
84o,0.9934253679005293,0.006574632099470688
83s,0.9804628540546112,0.019537145945388825
83o,0.975979068897,0.02402093110299998
82s,0.8447249104545429,0.1552750895454571
82o,0.9994031747880651,0.0005968252119349805
77,0.9286687693664224,0.07133123063357753
76s,0.9860244068073755,0.013975593192624475
76o,0.9998139767857538,0.00018602321424617227
75s,0.9890439703292733,0.010956029670726718
75o,0.9703502392311406,0.029649760768859293
74s,0.254706444767211,0.745293555232789
74o,0.9873748916821004,0.012625108317899616
73s,0.8657675864156912,0.13423241358430885
73o,0.9974227087006958,0.002577291299304141
72s,0.9925411167580814,0.007458883241918498
72o,0.9980160381631735,0.001983961836826493
66,0.30534492191161094,0.694655078088389
65s,0.5088324367005357,0.49116756329946426
65o,0.9828864729243307,0.017113527075669217
64s,0.978740605479347,0.021259394520652983
64o,0.9846303407251407,0.015369659274859284
63s,0.9708287566773982,0.029171243322601872
63o,0.9972037317735921,0.0027962682264079746
62s,0.9968802059099234,0.0031197940900766588
62o,0.9907622750995841,0.009237724900415864
55,0.11386441425186591,0.8861355857481341
54s,0.7080497330411759,0.29195026695882415
54o,0.9999138673557278,8.613264427217915e-05
53s,0.9926800688713924,0.007319931128607662
53o,0.9974636932796332,0.0025363067203667895
52s,0.9134867300186832,0.08651326998131681
52o,0.9941132122593347,0.00588678774066535
44,0.11347360913716474,0.8865263908628352
43s,0.8461663732934454,0.15383362670655462
43o,0.9896144855195453,0.010385514480454666
42s,0.952655880422678,0.04734411957732201
42o,0.9999150237933379,8.49762066621346e-05
33,0.06790970661143456,0.9320902933885654
32s,0.9974085406460238,0.0025914593539761613
32o,0.9891432095051272,0.010856790494872873
22,0.1693090384386522,0.8306909615613479
AAP,0.000333667000333667,0.9996663329996663
AKsP,0.0002535496957403651,0.9997464503042597
AKoP,0.0037531796454011003,0.9962468203545989
AQsP,0.00025786487880350697,0.9997421351211965
AQoP,0.00010799728646592409,0.9998920027135342
AJsP,0.009482972175317798,0.9905170278246822
AJoP,0.005206953642963369,0.9947930463570366
ATsP,0.013064104285755473,0.9869358957142444
AToP,0.0021866139420244368,0.9978133860579755
A9sP,0.020744278538368705,0.9792557214616312
A9oP,0.02030766956012567,0.9796923304398742
A8sP,0.005320936290518027,0.994679063709482
A8oP,0.0029487659026847498,0.9970512340973152
A7sP,0.004079399059349276,0.9959206009406507
A7oP,0.0553500845027539,0.9446499154972461
A6sP,0.047918158073533064,0.9520818419264668
A6oP,0.5051539957947916,0.49484600420520847
A5sP,0.895046729734848,0.10495327026515197
A5oP,0.03868332197814563,0.9613166780218543
A4sP,0.29361769872966514,0.7063823012703349
A4oP,0.9707283545558701,0.029271645444129808
A3sP,0.21736317036471245,0.7826368296352876
A3oP,0.3487288759149037,0.6512711240850964
A2sP,0.0018535097027918067,0.9981464902972083
A2oP,0.35595983062608777,0.6440401693739122
KKP,0.0011982197877439234,0.9988017802122561
KQsP,0.0015689537913854737,0.9984310462086144
KQoP,0.004974174261300705,0.9950258257386994
KJsP,0.0002615062761506276,0.9997384937238494
KJoP,0.0010650058978031228,0.9989349941021969
KTsP,0.0020277992157277593,0.9979722007842722
KToP,0.11978648298008836,0.8802135170199116
K9sP,0.003911374746480426,0.9960886252535196
K9oP,0.0028175903546530214,0.997182409645347
K8sP,0.0010287711978459954,0.998971228802154
K8oP,0.015244924148206223,0.9847550758517938
K7sP,0.14659954039017895,0.853400459609821
K7oP,0.20219873323962623,0.7978012667603738
K6sP,0.07349471824447575,0.9265052817555243
K6oP,0.017574845724042804,0.9824251542759572
K5sP,0.00025113008538422905,0.9997488699146158
K5oP,0.0004616336082116815,0.9995383663917884
K4sP,0.04602909896323906,0.9539709010367609
K4oP,0.08778130301598602,0.9122186969840139
K3sP,0.10175315811371992,0.89824684188628
K3oP,0.2331973619950202,0.7668026380049797
K2sP,0.00026343519494204424,0.9997365648050579
K2oP,0.8083096868677044,0.19169031313229565
QQP,0.0005064145847400405,0.99949358541526
QJsP,0.007027458246551456,0.9929725417534486
QJoP,0.013786265128407627,0.9862137348715924
QTsP,0.00026867275658248256,0.9997313272434175
QToP,0.010561220672727063,0.9894387793272729
Q9sP,0.015743778199275443,0.9842562218007246
Q9oP,0.0020215612144863673,0.9979784387855136
Q8sP,0.0005293806246691371,0.9994706193753309
Q8oP,0.018629987459705604,0.9813700125402943
Q7sP,0.0002587991718426501,0.9997412008281573
Q7oP,0.1352636773100875,0.8647363226899126
Q6sP,0.01680560660596149,0.9831943933940385
Q6oP,0.00025960539979231567,0.9997403946002077
Q5sP,0.820992637779586,0.179007362220414
Q5oP,0.2880698618509722,0.7119301381490277
Q4sP,0.14952102400760436,0.8504789759923956
Q4oP,0.9732672285646543,0.026732771435345654
Q3sP,0.5385677613963237,0.46143223860367627
Q3oP,0.6598603378856933,0.3401396621143067
Q2sP,0.021969506292708933,0.9780304937072911
Q2oP,0.6573013977655789,0.34269860223442106
JJP,0.013226482411680405,0.9867735175883197
JTsP,0.13027038829397208,0.8697296117060279
JToP,0.8852613849966814,0.11473861500331865
J9sP,0.004780925301722829,0.9952190746982772
J9oP,0.2454776343763895,0.7545223656236105
J8sP,0.7467411708748772,0.2532588291251227
J8oP,0.7502640287602146,0.2497359712397854
J7sP,0.4519381028437773,0.5480618971562227
J7oP,0.4185756386712257,0.5814243613287742
J6sP,0.0024169885101446415,0.9975830114898554
J6oP,0.9983409401981863,0.0016590598018137253
J5sP,0.8811448921446394,0.11885510785536053
J5oP,0.6265832910470317,0.37341670895296836
J4sP,0.4136564115302155,0.5863435884697844
J4oP,0.9887702641524445,0.011229735847555506
J3sP,0.960362954422434,0.03963704557756603
J3oP,0.8759734944381854,0.12402650556181452
J2sP,0.01015963800216565,0.9898403619978343
J2oP,0.4729130252629505,0.5270869747370496
TTP,0.00017152658662092623,0.9998284734133791
T9sP,0.5771041221043433,0.42289587789565675
T9oP,0.01026941844244593,0.9897305815575541
T8sP,0.04197086463495606,0.958029135365044
T8oP,0.9320944709695961,0.06790552903040388
T7sP,0.009472074335464773,0.9905279256645352
T7oP,0.6211746282153862,0.3788253717846138
T6sP,0.004065384264274868,0.9959346157357252
T6oP,0.6295174159106439,0.3704825840893562
T5sP,0.8060372676377244,0.1939627323622756
T5oP,0.9766972536143215,0.02330274638567859
T4sP,0.4553114648211189,0.544688535178881
T4oP,0.8302036633886908,0.16979633661130925
T3sP,0.994537081602261,0.005462918397739045
T3oP,0.7941357421066361,0.20586425789336396
T2sP,0.956964600036317,0.04303539996368301
T2oP,0.9849553603433638,0.015044639656636046
99P,0.003449013082793098,0.9965509869172069
98sP,0.20983523970875942,0.7901647602912406
98oP,0.048625567642825406,0.9513744323571746
97sP,0.3255341957321552,0.6744658042678447
97oP,0.9941065030361107,0.005893496963889303
96sP,0.960457438490214,0.03954256150978607
96oP,0.9138389148648913,0.08616108513510859
95sP,0.4446720189342655,0.5553279810657344
