,P,B
AA,0.46381488247055724,0.5361851175294428
AKs,0.7260855775021445,0.2739144224978554
AKo,0.004032611955048474,0.9959673880449514
AQs,0.4890428215713299,0.5109571784286702
AQo,0.86063433159697,0.13936566840303005
AJs,0.006697690315707167,0.9933023096842928
AJo,0.01599076138530329,0.9840092386146967
ATs,0.010138657921413188,0.9898613420785869
ATo,0.0778119222539708,0.9221880777460292
A9s,0.10800512973703733,0.8919948702629626
A9o,0.002934821087056355,0.9970651789129436
A8s,0.2161367775321775,0.7838632224678225
A8o,0.08831435781451204,0.911685642185488
A7s,0.6077020376050241,0.392297962394976
A7o,0.0030321332064473954,0.9969678667935526
A6s,0.16231273307478086,0.8376872669252191
A6o,0.9088220724063715,0.0911779275936286
A5s,0.24339608224796092,0.7566039177520392
A5o,0.0022305319569462323,0.9977694680430538
A4s,0.3414093299269353,0.6585906700730647
A4o,0.24620074102493972,0.7537992589750603
A3s,0.15196751643980902,0.848032483560191
A3o,0.006413256812365771,0.9935867431876342
A2s,0.004791666666666666,0.9952083333333334
A2o,0.2233850660979635,0.7766149339020365
KK,0.9414815878042547,0.05851841219574526
KQs,0.019947219983550327,0.9800527800164497
KQo,0.1505850018123,0.8494149981877
KJs,0.5978755197839136,0.40212448021608643
KJo,0.007491912817700597,0.9925080871822994
KTs,0.007896235808506739,0.9921037641914933
KTo,0.12885059342381786,0.8711494065761821
K9s,0.5139197687746925,0.48608023122530747
K9o,0.14354671219939938,0.8564532878006007
K8s,0.589389758699634,0.4106102413003661
K8o,0.005274750327518464,0.9947252496724815
K7s,0.03574273506858517,0.9642572649314147
K7o,0.0077238423710841555,0.9922761576289157
K6s,0.002136752136752137,0.9978632478632479
K6o,0.044155488588241774,0.9558445114117582
K5s,0.9035416183112999,0.09645838168870018
K5o,0.004074805521403127,0.9959251944785968
K4s,0.0022935779816513763,0.9977064220183486
K4o,0.00694406520715323,0.9930559347928468
K3s,0.17600523194417256,0.8239947680558274
K3o,0.1472108705106638,0.8527891294893362
K2s,0.001984126984126984,0.998015873015873
K2o,0.08101094299294277,0.9189890570070571
QQ,0.793444561138427,0.20655543886157296
QJs,0.167501580266774,0.832498419733226
QJo,0.9772219493712296,0.022778050628770353
QTs,0.001893939393939394,0.9981060606060606
QTo,0.29459315763524785,0.7054068423647522
Q9s,0.001968503937007874,0.9980314960629921
Q9o,0.26432616423718225,0.7356738357628178
Q8s,0.015523857050772931,0.984476142949227
Q8o,0.044255455603406324,0.9557445443965936
Q7s,0.8168161209989486,0.1831838790010513
Q7o,0.009117271918539607,0.9908827280814605
Q6s,0.6117734297160814,0.38822657028391855
Q6o,0.35569711272496823,0.6443028872750317
Q5s,0.010779734099892201,0.9892202659001078
Q5o,0.0006587615283267457,0.9993412384716732
Q4s,0.5540150473665351,0.4459849526334649
Q4o,0.05860282209734615,0.9413971779026539
Q3s,0.47368455456541325,0.5263154454345867
Q3o,0.18647511941431688,0.8135248805856831
Q2s,0.6158915129840613,0.38410848701593864
