,P,B
AA,0.0029914529914529912,0.9970085470085469
AKs,0.005383528243789738,0.9946164717562103
AKo,0.001572327044025157,0.9984276729559748
AQs,0.1917971412207767,0.8082028587792233
AQo,0.015992727529932013,0.9840072724700679
AJs,0.2020603924050365,0.7979396075949634
AJo,0.04449225004881951,0.9555077499511805
ATs,0.21311435814033036,0.7868856418596696
ATo,0.000687757909215956,0.9993122420907841
A9s,0.015547385693695646,0.9844526143063044
A9o,0.03758863616562575,0.9624113638343743
A8s,0.7009181345390904,0.29908186546090976
A8o,0.07258563136852747,0.9274143686314725
A7s,0.002074688796680498,0.9979253112033195
A7o,0.0006613756613756613,0.9993386243386243
A6s,0.0030836201543024107,0.9969163798456976
A6o,0.0006666666666666666,0.9993333333333333
A5s,0.001937984496124031,0.998062015503876
A5o,0.0006954102920723226,0.9993045897079277
A4s,0.0022026431718061676,0.9977973568281938
A4o,0.21362927857319966,0.7863707214268003
A3s,0.9581575800025377,0.0418424199974623
A3o,0.013704308602656807,0.9862956913973433
A2s,0.001984126984126984,0.998015873015873
A2o,0.0015014687083088334,0.9984985312916912
KK,0.04829629355732258,0.9517037064426774
KQs,0.019592138624258737,0.9804078613757413
KQo,0.008529170094015498,0.9914708299059845
KJs,0.03555825618934045,0.9644417438106596
KJo,0.0809200232790661,0.9190799767209339
KTs,0.21233633830868778,0.7876636616913122
KTo,0.051824235972971984,0.948175764027028
K9s,0.007471738012064296,0.9925282619879356
K9o,0.0034665991293962553,0.9965334008706038
K8s,0.010360198695890978,0.989639801304109
K8o,0.000723589001447178,0.9992764109985528
K7s,0.6403841381039905,0.3596158618960095
K7o,0.0006775067750677507,0.9993224932249323
K6s,0.19741230296708925,0.8025876970329108
K6o,0.27085416870712437,0.7291458312928756
K5s,0.004410003458899344,0.9955899965411007
K5o,0.011672440017833196,0.9883275599821668
K4s,0.0034553947688035244,0.9965446052311965
K4o,0.006326347785570171,0.9936736522144298
K3s,0.002304147465437788,0.9976958525345622
K3o,0.0007451564828614009,0.9992548435171386
K2s,0.002109704641350211,0.9978902953586498
K2o,0.004935468820838273,0.9950645311791617
QQ,0.02058657253267896,0.9794134274673211
QJs,0.0019157088122605363,0.9980842911877394
QJo,0.0017347106621112387,0.9982652893378888
QTs,0.0021551724137931034,0.9978448275862069
QTo,0.00802472050229768,0.9919752794977024
Q9s,0.01017148979685856,0.9898285102031414
Q9o,0.025714774138868645,0.9742852258611313
Q8s,0.022339027494419305,0.9776609725055806
Q8o,0.0006297229219143577,0.9993702770780857
Q7s,0.002403846153846154,0.9975961538461539
Q7o,0.2174655329838931,0.782534467016107
Q6s,0.0021645021645021645,0.9978354978354979
Q6o,0.0014367816091954023,0.9985632183908046
Q5s,0.16966975113045202,0.830330248869548
Q5o,0.0006587615283267457,0.9993412384716732
Q4s,0.0067728136882129275,0.9932271863117871
Q4o,0.21502686783930713,0.7849731321606929
Q3s,0.012946360361047567,0.9870536396389525
Q3o,0.14019500651123504,0.8598049934887649
Q2s,0.5126978041142162,0.4873021958857837
Q2o,0.02279856475064849,0.9772014352493515
JJ,0.4784419619173466,0.5215580380826534
JTs,0.09443519397286917,0.9055648060271309
JTo,0.0006821282401091405,0.9993178717598908
J9s,0.0020833333333333333,0.9979166666666667
J9o,0.13053955041362572,0.8694604495863743
J8s,0.14504812279330448,0.8549518772066955
J8o,0.003789742867285383,0.9962102571327147
J7s,0.002325581395348837,0.9976744186046511
J7o,0.060520724397384186,0.9394792756026158
J6s,0.5975301093470825,0.4024698906529175
J6o,0.08576673945629416,0.9142332605437058
J5s,0.17877005028358284,0.821229949716417
J5o,0.0007072135785007072,0.9992927864214993
J4s,0.00205761316872428,0.9979423868312757
J4o,0.002520453328324198,0.9974795466716758
J3s,0.6660801002733383,0.3339198997266617
J3o,0.36243291289771284,0.6375670871022873
J2s,0.10970772732693287,0.8902922726730672
J2o,0.14975098998721315,0.850249010012787
TT,0.4714507021320281,0.528549297867972
T9s,0.08375865527705054,0.9162413447229494
T9o,0.4711319611397258,0.5288680388602742
T8s,0.1388277060899322,0.8611722939100678
T8o,0.02924666356010201,0.9707533364398979
T7s,0.8313398104891713,0.16866018951082876
T7o,0.0006596306068601583,0.9993403693931399
T6s,0.16375807441787177,0.8362419255821282
T6o,0.14586505991537962,0.8541349400846204
T5s,0.0019157088122605363,0.9980842911877394
T5o,0.23241079353962868,0.7675892064603713
T4s,0.5733460921510766,0.42665390784892354
T4o,0.5642624867929763,0.43573751320702375
T3s,0.7943255740745431,0.2056744259254569
T3o,0.47667227711397187,0.5233277228860281
T2s,0.07460130751562054,0.9253986924843794
T2o,0.009900210375619908,0.9900997896243801
99,0.36135851757768783,0.6386414824223122
98s,0.17277018893858553,0.8272298110614145
98o,0.22021839891021,0.77978160108979
97s,0.05680081842166675,0.9431991815783333
97o,0.016313336753654588,0.9836866632463453
96s,0.424380998839583,0.5756190011604171
96o,0.05223083805550546,0.9477691619444945
95s,0.046292884966788635,0.9537071150332113
95o,0.0028363831987035055,0.9971636168012965
94s,0.06516262263534299,0.934837377364657
94o,0.004553765881692602,0.9954462341183075
93s,0.2010892991574071,0.798910700842593
93o,0.011625907434363616,0.9883740925656365
92s,0.04928407759447285,0.9507159224055272
92o,0.04958819758562611,0.9504118024143738
88,0.4857501809056759,0.514249819094324
87s,0.5759392400057922,0.4240607599942078
87o,0.0006657789613848203,0.9993342210386151
86s,0.05290844451562283,0.9470915554843772
86o,0.41461739859326363,0.5853826014067365
85s,0.019255956533871788,0.9807440434661282
85o,0.19375170905704325,0.8062482909429568
84s,0.2893870012889287,0.7106129987110713
84o,0.3437295078492095,0.6562704921507905
83s,0.00205761316872428,0.9979423868312757
83o,0.1489582718342589,0.8510417281657411
82s,0.282537459422651,0.7174625405773489
82o,0.1733772197017618,0.8266227802982381
77,0.20380801487892447,0.7961919851210755
76s,0.03202782647838722,0.9679721735216128
76o,0.01678018969646568,0.9832198103035343
75s,0.26118900787014726,0.7388109921298527
75o,0.3308850804103617,0.6691149195896382
74s,0.370500051982303,0.6294999480176969
74o,0.2422289527325984,0.7577710472674016
73s,0.5789954901616956,0.4210045098383043
73o,0.37843510536088454,0.6215648946391156
72s,0.38437917267292143,0.6156208273270786
72o,0.8987976476944063,0.10120235230559378
66,0.032697689460961764,0.9673023105390383
65s,0.8892748690137806,0.11072513098621935
65o,0.0006657789613848203,0.9993342210386151
64s,0.5880012299193789,0.41199877008062114
64o,0.07840590410651234,0.9215940958934876
63s,0.09903864600220268,0.9009613539977973
63o,0.9894750362258129,0.010524963774187157
62s,0.0019011406844106464,0.9980988593155894
62o,0.9574639713405272,0.04253602865947271
55,0.0013623978201634877,0.9986376021798365
54s,0.43082880226355447,0.5691711977364456
54o,0.025301297454038994,0.974698702545961
53s,0.0021551724137931034,0.9978448275862069
53o,0.590443184084529,0.40955681591547105
52s,0.8762691824947391,0.12373081750526092
52o,0.9914563799494904,0.008543620050509506
44,0.0026599195536525237,0.9973400804463474
43s,0.6841392395106255,0.3158607604893745
43o,0.6561198693838463,0.3438801306161538
42s,0.6956540142603217,0.3043459857396782
42o,0.7409410256050598,0.25905897439494013
33,0.1299839585385939,0.870016041461406
32s,0.7787480357882605,0.22125196421173954
32o,0.9552848537290402,0.04471514627095984
22,0.0712439280952792,0.9287560719047209
AAP,0.007894736842105263,0.9921052631578947
AKsP,0.006437768240343348,0.9935622317596566
AKoP,0.07677834616974016,0.9232216538302598
AQsP,0.02468581274370753,0.9753141872562925
AQoP,0.005390835579514825,0.9946091644204852
AJsP,0.26249502594419594,0.7375049740558041
AJoP,0.03526241264380103,0.9647375873561991
ATsP,0.05363788954900401,0.946362110450996
AToP,0.0071645874842741555,0.9928354125157257
A9sP,0.006666666666666667,0.9933333333333333
A9oP,0.012611993275872552,0.9873880067241274
A8sP,0.02669753265703689,0.9733024673429631
A8oP,0.0006765899864682003,0.9993234100135318
A7sP,0.005681818181818182,0.9943181818181818
A7oP,0.22268586904306997,0.77731413095693
A6sP,0.04713812653703027,0.9528618734629697
A6oP,0.7242997978878906,0.27570020211210944
A5sP,0.002183406113537118,0.9978165938864629
A5oP,0.005331096464901044,0.9946689035350988
A4sP,0.030632465016001028,0.969367534983999
A4oP,0.025360294519953305,0.9746397054800466
A3sP,0.052592080585752134,0.9474079194142478
A3oP,0.0850251198678982,0.9149748801321018
A2sP,0.10157128061928726,0.8984287193807128
A2oP,0.009814065748138945,0.990185934251861
KKP,0.001440922190201729,0.9985590778097982
KQsP,0.033917328573579326,0.9660826714264207
KQoP,0.0006747638326585695,0.9993252361673415
KJsP,0.13156816980809358,0.8684318301919064
KJoP,0.0013908205841446453,0.9986091794158554
KTsP,0.03755456022551385,0.9624454397744862
KToP,0.13126101471516266,0.8687389852848373
K9sP,0.00199203187250996,0.99800796812749
K9oP,0.002894356005788712,0.9971056439942113
K8sP,0.00641025641025641,0.9935897435897436
K8oP,0.0034367980832099385,0.99656320191679
K7sP,0.033562371124471586,0.9664376288755284
K7oP,0.027242240114974652,0.9727577598850253
K6sP,0.01175657461727257,0.9882434253827275
K6oP,0.02910140843545955,0.9708985915645405
K5sP,0.09077066932471958,0.9092293306752804
K5oP,0.031070464879077588,0.9689295351209224
K4sP,0.002066115702479339,0.9979338842975206
K4oP,0.027078581078353568,0.9729214189216464
K3sP,0.3540928023379374,0.6459071976620626
K3oP,0.03929587916008772,0.9607041208399122
K2sP,0.3746198089103163,0.6253801910896837
K2oP,0.015786400273753283,0.9842135997262467
QQP,0.03666726364328468,0.9633327363567153
QJsP,0.09595143705846677,0.9040485629415332
QJoP,0.0007331378299120235,0.999266862170088
QTsP,0.09880933025992068,0.9011906697400793
QToP,0.009107027724048998,0.990892972275951
Q9sP,0.0578985734070022,0.9421014265929978
Q9oP,0.04359473943487871,0.9564052605651213
Q8sP,0.18707947485037071,0.8129205251496292
Q8oP,0.029275700643873394,0.9707242993561266
Q7sP,0.032470468461542674,0.9675295315384573
Q7oP,0.915991253880532,0.08400874611946792
Q6sP,0.0018450184501845018,0.9981549815498155
Q6oP,0.011525527015493482,0.9884744729845065
Q5sP,0.13513592656707643,0.8648640734329235
Q5oP,0.08813859788286971,0.9118614021171303
Q4sP,0.0020242914979757085,0.9979757085020243
Q4oP,0.032593624112496986,0.967406375887503
Q3sP,0.2650355361924476,0.7349644638075524
Q3oP,0.3273758913605632,0.6726241086394369
Q2sP,0.002074688796680498,0.9979253112033195
Q2oP,0.284705849818846,0.715294150181154
JJP,0.014444609565666308,0.9855553904343337
JTsP,0.5074474071384589,0.4925525928615411
JToP,0.0006675567423230974,0.9993324432576769
J9sP,0.003676470588235294,0.9963235294117647
J9oP,0.0029375657680326393,0.9970624342319674
J8sP,0.11000702314390982,0.8899929768560901
J8oP,0.04103131168496122,0.9589686883150388
J7sP,0.9886349338409536,0.01136506615904649
J7oP,0.046559964604360356,0.9534400353956397
J6sP,0.19406806601141074,0.8059319339885892
J6oP,0.06809117033577085,0.931908829664229
J5sP,0.34437931489660556,0.6556206851033944
J5oP,0.8353415189354969,0.16465848106450312
J4sP,0.01839376539772166,0.9816062346022784
J4oP,0.5897424547551269,0.41025754524487307
J3sP,0.05495306673204209,0.9450469332679579
J3oP,0.48579813271587835,0.5142018672841216
J2sP,0.04937866030461594,0.9506213396953841
J2oP,0.25926710300273076,0.7407328969972693
TTP,0.015106010703882039,0.984893989296118
T9sP,0.1050249786552442,0.8949750213447558
T9oP,0.058140800130437376,0.9418591998695627
T8sP,0.1390158559001106,0.8609841440998893
T8oP,0.000708215297450425,0.9992917847025495
T7sP,0.13446237097092587,0.8655376290290742
T7oP,0.0020224904995258257,0.9979775095004741
T6sP,0.15470479851275368,0.8452952014872464
T6oP,0.06737394332801828,0.9326260566719817
T5sP,0.16297184240492776,0.8370281575950723
T5oP,0.11625932228143233,0.8837406777185677
T4sP,0.7814288370482934,0.21857116295170667
T4oP,0.26903870194711893,0.7309612980528811
T3sP,0.021863012027781778,0.9781369879722182
T3oP,0.08173239585850463,0.9182676041414953
T2sP,0.4833862632578737,0.5166137367421263
T2oP,0.04303467379934356,0.9569653262006564
99P,0.04206070856824488,0.9579392914317552
98sP,0.03679792560724911,0.963202074392751
98oP,0.0041841004184100415,0.99581589958159
97sP,0.0708010000417541,0.9291989999582458
97oP,0.09959201500263865,0.9004079849973613
96sP,0.3467140775372622,0.6532859224627379
96oP,0.0021398002853067048,0.9978601997146933
95sP,0.8118606728802205,0.1881393271197796
95oP,0.009881769400669144,0.9901182305993309
94sP,0.3772342473473229,0.6227657526526771
94oP,0.00712824486565868,0.9928717551343412
93sP,0.6446383920645553,0.35536160793544463
93oP,0.7134279333689427,0.28657206663105733
92sP,0.7918017531121537,0.20819824688784633
92oP,0.39372596961164036,0.6062740303883596
88P,0.039492895189889674,0.9605071048101104
87sP,0.42044359755556027,0.5795564024444397
87oP,0.0006756756756756757,0.9993243243243243
86sP,0.036711237103327,0.9632887628966731
86oP,0.987286839574954,0.012713160425045968
85sP,0.1392250815838315,0.8607749184161685
85oP,0.6513455413828554,0.34865445861714456
84sP,0.020642201834862386,0.9793577981651376
84oP,0.32552013185759743,0.6744798681424027
83sP,0.23798916938442027,0.7620108306155796
83oP,0.060919915891482365,0.9390800841085176
82sP,0.8272170410715968,0.17278295892840317
82oP,0.9785566585288232,0.02144334147117679
77P,0.006822612085769979,0.99317738791423
76sP,0.149048602564278,0.850951397435722
76oP,0.09610293172075099,0.903897068279249
75sP,0.7246330536574896,0.2753669463425104
75oP,0.0725007074860148,0.9274992925139852
74sP,0.5911310967520079,0.4088689032479921
74oP,0.018795491788840133,0.9812045082111598
73sP,0.0037313432835820895,0.996268656716418
73oP,0.13448796608385621,0.8655120339161438
72sP,0.19143700291451873,0.8085629970854813
72oP,0.21991378343409237,0.7800862165659077
66P,0.001326259946949602,0.9986737400530504
65sP,0.03273783950307587,0.967262160496924
65oP,0.6116432927781661,0.38835670722183396
64sP,0.37732842720852156,0.6226715727914784
64oP,0.006706368571951446,0.9932936314280486
63sP,0.09578921352924198,0.904210786470758
63oP,0.3383696891493366,0.6616303108506634
62sP,0.9824766355140186,0.017523364485981307
62oP,0.9972120243320367,0.002787975667963211
55P,0.3477563619434551,0.6522436380565448
54sP,0.0020242914979757085,0.9979757085020243
54oP,0.3911372883706052,0.6088627116293949
53sP,0.20277999038623645,0.7972200096137636
53oP,0.9807231624636281,0.019276837536371806
52sP,0.3754288989384949,0.624571101061505
52oP,0.500453833168995,0.49954616683100506
44P,0.0014005602240896359,0.9985994397759104
43sP,0.7484448571862199,0.2515551428137801
43oP,0.4960698114540713,0.5039301885459286
42sP,0.036728931493976436,0.9632710685060236
42oP,0.89197187991587,0.10802812008412996
33P,0.46086633335319926,0.5391336666468008
32sP,0.19963320254683734,0.8003667974531627
32oP,0.6037034631480439,0.39629653685195615
22P,0.021046374537776465,0.9789536254622234
AAB,0.0013157894736842105,0.9986842105263158
AKsB,0.002145922746781116,0.9978540772532188
AKoB,0.002333804809052334,0.9976661951909477
AQsB,0.00703125,0.99296875
AQoB,0.002425876010781671,0.9975741239892184
AJsB,0.00782608695652174,0.9921739130434782
AJoB,0.0024285080210512972,0.9975714919789488
ATsB,0.0074680287915582025,0.9925319712084418
AToB,0.01930658070753547,0.9806934192924645
A9sB,0.0022222222222222222,0.9977777777777778
A9oB,0.0007072135785007072,0.9992927864214993
A8sB,0.02724195117704039,0.9727580488229596
A8oB,0.0006765899864682003,0.9993234100135318
A7sB,0.004531433159735564,0.9954685668402643
A7oB,0.0010545825969106059,0.9989454174030894
A6sB,0.006516290726817043,0.993483709273183
A6oB,0.0008666771979688384,0.9991333228020312
A5sB,0.009180523867407763,0.9908194761325921
A5oB,0.004025591547381647,0.9959744084526183
A4sB,0.0020491803278688526,0.9979508196721312
A4oB,0.0006858710562414266,0.9993141289437586
A3sB,0.002145922746781116,0.9978540772532188
A3oB,0.010722494881298908,0.989277505118701
A2sB,0.0060512496001887605,0.9939487503998112
A2oB,0.0036923076923076922,0.9963076923076923
KKB,0.001440922190201729,0.9985590778097982
KQsB,0.005029994838239129,0.9949700051617608
KQoB,0.0006747638326585695,0.9993252361673415
KJsB,0.001968503937007874,0.9980314960629921
KJoB,0.0014304434041022896,0.9985695565958976
KTsB,0.002,0.998
KToB,0.025091683895553333,0.9749083161044467
K9sB,0.0069776021638783365,0.9930223978361217
K9oB,0.00617833685851052,0.9938216631414896
K8sB,0.006722788590824395,0.9932772114091756
K8oB,0.000655307994757536,0.9993446920052425
K7sB,0.0044275662054866155,0.9955724337945133
K7oB,0.018265326145589133,0.9817346738544109
K6sB,0.029988228730933184,0.9700117712690668
K6oB,0.0029827753662276138,0.9970172246337723
