,P,B
AA,0.0010033857021614836,0.9989966142978386
AKs,0.0001763041731849822,0.9998236958268151
AKo,2.158894645941278e-05,0.9999784110535406
AQs,0.0001320456945869366,0.9998679543054131
AQo,0.0004690694818397512,0.9995309305181602
AJs,0.005676267904958601,0.9943237320950414
AJo,2.143530823973249e-05,0.9999785646917603
ATs,0.003149192915998521,0.9968508070840015
ATo,0.005193424094987995,0.9948065759050121
A9s,0.0003396701277389079,0.9996603298722612
A9o,0.001178396413130788,0.9988216035868692
A8s,6.481721545242416e-05,0.9999351827845476
A8o,0.000740755115049777,0.9992592448849502
A7s,0.000710589876909849,0.9992894101230901
A7o,6.894536504258809e-05,0.9999310546349575
A6s,6.490134994807892e-05,0.9999350986500519
A6o,0.0008461423887879993,0.9991538576112119
A5s,0.00047532603845688507,0.9995246739615431
A5o,2.152574479076976e-05,0.9999784742552092
A4s,6.469979296066253e-05,0.9999353002070394
A4o,2.1617882312248693e-05,0.9999783821176877
A3s,6.43915003219575e-05,0.999935608499678
A3o,2.184073734329271e-05,0.9999781592626568
A2s,0.00022935779816513763,0.9997706422018349
A2o,0.0005796817350789865,0.9994203182649211
KK,9.497728459943328e-05,0.9999050227154005
KQs,0.00047164118397036853,0.9995283588160296
KQo,2.152574479076976e-05,0.9999784742552092
KJs,6.504488096786782e-05,0.9999349551190322
KJo,2.1461069619709845e-05,0.9999785389303802
KTs,6.45577792123951e-05,0.9999354422207876
KTo,2.1634719397689412e-05,0.9999783652806024
K9s,6.612007405448295e-05,0.9999338799259455
K9o,2.9852928633223458e-05,0.9999701470713668
K8s,0.00019990465357105398,0.9998000953464289
K8o,2.1458306510450196e-05,0.9999785416934895
K7s,6.484243288808196e-05,0.9999351575671119
K7o,6.318486483440396e-05,0.9999368151351656
K6s,0.0001462368386845184,0.9998537631613155
K6o,5.571172461322972e-05,0.9999442882753867
K5s,0.0015290920896939154,0.9984709079103061
K5o,2.1320143271362784e-05,0.9999786798567286
K4s,6.492663290481755e-05,0.9999350733670952
K4o,3.2512571527657364e-05,0.9999674874284723
K3s,6.371861858034918e-05,0.9999362813814197
K3o,2.1390374331550803e-05,0.9999786096256684
K2s,0.00043476231622789966,0.9995652376837721
K2o,2.1413276231263384e-05,0.9999785867237687
QQ,4.3230157357772786e-05,0.9999567698426423
QJs,6.36213258684311e-05,0.9999363786741315
QJo,0.00047503451796456506,0.9995249654820354
QTs,6.517205422314912e-05,0.9999348279457768
QTo,2.1531306519679614e-05,0.9999784686934803
Q9s,0.0013428960818987084,0.9986571039181013
Q9o,2.164221096827252e-05,0.9999783577890318
Q8s,6.297229219143577e-05,0.9999370277078086
Q8o,2.1493358552207367e-05,0.9999785066414478
Q7s,0.00013332411980539899,0.9998666758801946
Q7o,2.1486892995272882e-05,0.9999785131070047
Q6s,6.482561908466225e-05,0.9999351743809154
Q6o,0.0003477346061131079,0.9996522653938869
Q5s,6.543646119617851e-05,0.9999345635388038
Q5o,6.975745868212062e-05,0.9999302425413179
Q4s,0.023952508638684675,0.9760474913613153
Q4o,2.165533370869245e-05,0.9999783446662913
Q3s,6.579813133307015e-05,0.9999342018686669
Q3o,2.1463833440652502e-05,0.9999785361665593
Q2s,6.463288521199587e-05,0.999935367114788
Q2o,0.0005254929286033241,0.9994745070713966
JJ,0.00124836565226126,0.9987516343477388
JTs,0.001269528216628834,0.9987304717833712
JTo,2.141969755387054e-05,0.9999785803024461
J9s,0.0008511629309745475,0.9991488370690255
J9o,0.0026450652335347664,0.9973549347664652
J8s,6.377551020408164e-05,0.9999362244897959
J8o,0.0006533457135143898,0.9993466542864856
J7s,0.00018703383200829388,0.9998129661679918
J7o,0.00021498142007358347,0.9997850185799264
J6s,0.0003084358722713864,0.9996915641277285
J6o,0.00037370031567184904,0.9996262996843281
J5s,6.438320885912955e-05,0.9999356167911408
J5o,0.0039564825405778185,0.9960435174594222
J4s,0.005093729683352193,0.9949062703166478
J4o,0.0016178749469477802,0.9983821250530522
J3s,0.002532237705751576,0.9974677622942485
J3o,2.144726118474671e-05,0.9999785527388153
J2s,6.430041152263375e-05,0.9999356995884774
J2o,0.024671949975228456,0.9753280500247715
TT,0.0001322729179232271,0.9998677270820767
T9s,6.56254101588135e-05,0.9999343745898411
T9o,5.68028000154697e-05,0.9999431971999846
T8s,0.001912631809822904,0.9980873681901771
T8o,0.0002041107949243076,0.9997958892050757
T7s,0.0010895893867304293,0.9989104106132696
T7o,0.018233725583847397,0.9817662744161526
T6s,0.00020058896783638766,0.9997994110321636
T6o,0.015643535584868536,0.9843564644151316
T5s,0.0006770552944204884,0.9993229447055796
T5o,0.0013920738409965282,0.9986079261590034
T4s,0.0003677367028402085,0.9996322632971597
T4o,0.018840838780071784,0.9811591612199283
T3s,0.0009700248332642135,0.9990299751667358
T3o,7.080562770783684e-05,0.9999291943722922
T2s,0.00804400967965628,0.9919559903203438
T2o,0.00046707826961303367,0.999532921730387
99,0.0021219190341838154,0.9978780809658162
98s,6.435834727764191e-05,0.9999356416527223
98o,2.1674108110451255e-05,0.9999783258918895
97s,0.0006459113809585325,0.9993540886190415
97o,0.004978260749182827,0.9950217392508172
96s,6.469142191745374e-05,0.9999353085780825
96o,0.00038715982991035884,0.9996128401700897
95s,6.559958016268695e-05,0.9999344004198373
95o,2.1713640508967733e-05,0.999978286359491
94s,0.008235054499270922,0.9917649455007291
94o,8.742787200559538e-05,0.9999125721279944
93s,0.00012593799126104323,0.999874062008739
93o,2.1485046407700242e-05,0.9999785149535922
92s,0.0036862195207201945,0.9963137804792798
92o,0.0003363338479653606,0.9996636661520346
88,0.00024070503427974944,0.9997592949657202
87s,6.416014371872192e-05,0.9999358398562813
87o,0.0009241512922858332,0.9990758487077142
86s,6.563402467839328e-05,0.9999343659753216
86o,2.168821028888696e-05,0.9999783117897111
85s,0.001233306283336547,0.9987666937166635
85o,0.00018405749175843332,0.9998159425082416
84s,0.0004805168073912915,0.9995194831926086
84o,2.8557149996430354e-05,0.9999714428500035
83s,6.444960041247745e-05,0.9999355503995875
83o,0.008705568745723133,0.991294431254277
82s,0.018608871773720233,0.9813911282262797
82o,2.2007042253521128e-05,0.9999779929577465
77,7.35713566713635e-05,0.9999264286433286
76s,0.004865519971574066,0.995134480028426
76o,0.04317817477200292,0.9568218252279971
75s,0.011729545238645844,0.9882704547613541
75o,2.1536871123363198e-05,0.9999784631288766
74s,0.001637550236490724,0.9983624497635093
74o,2.1568458286601675e-05,0.9999784315417134
73s,0.10808115834969342,0.8919188416503065
73o,0.2519446886656743,0.7480553113343257
72s,0.5572141846204581,0.4427858153795419
72o,0.3077391354796141,0.6922608645203859
66,0.0030054969152778573,0.9969945030847222
65s,0.00036247478583283245,0.9996375252141672
65o,2.166002425922717e-05,0.9999783399757408
64s,0.007933541889086902,0.9920664581109131
64o,2.1664716842150873e-05,0.9999783352831578
63s,0.9783121066672726,0.021687893332727352
63o,0.5934422671066192,0.40655773289338093
62s,0.10999081252502835,0.8900091874749716
62o,0.9864045486160716,0.013595451383928417
55,0.00022527771171420351,0.9997747222882858
54s,0.005765419717157059,0.9942345802828428
54o,0.06718346629794827,0.9328165337020518
53s,6.442468754026543e-05,0.9999355753124597
53o,2.182357819388067e-05,0.9999781764218061
52s,0.00020292382724600776,0.999797076172754
52o,0.11255081294598351,0.8874491870540165
44,6.069433769265348e-05,0.9999393056623074
43s,6.558237145855194e-05,0.9999344176285414
43o,0.1651650810596705,0.8348349189403295
42s,0.06194894425463945,0.9380510557453606
42o,0.08133699796724198,0.918663002032758
33,4.38288920056101e-05,0.9999561711079944
32s,0.9891577096389238,0.010842290361076187
32o,0.9667384810684608,0.033261518931539114
22,0.09224835866753432,0.9077516413324658
AAP,0.0006456611570247934,0.9993543388429752
AKsP,0.0003205950243652218,0.9996794049756348
AKoP,2.1522965003658902e-05,0.9999784770349963
AQsP,0.0001948051948051948,0.9998051948051948
AQoP,4.364906154517678e-05,0.9999563509384548
AJsP,0.0005059526622422755,0.9994940473377577
AJoP,2.1526671546045552e-05,0.9999784733284539
ATsP,0.00404119689093483,0.9959588031090651
AToP,0.0010956762751077422,0.9989043237248922
A9sP,0.0041159773271359805,0.995884022672864
A9oP,2.1575904030378873e-05,0.9999784240959696
A8sP,0.00019661816751867872,0.9998033818324813
A8oP,2.171552660152009e-05,0.9999782844733984
A7sP,0.004343488520723379,0.9956565114792766
A7oP,0.0017510752744408404,0.998248924725559
A6sP,0.0023996280401502017,0.9976003719598499
A6oP,8.66213348347698e-05,0.9999133786651653
A5sP,0.021000277964807867,0.9789997220351921
A5oP,0.00035355981763379924,0.9996464401823663
A4sP,0.00019369834710743802,0.9998063016528925
A4oP,6.46133965108766e-05,0.9999353866034891
A3sP,6.51890482398957e-05,0.9999348109517601
A3oP,0.001518298198263716,0.9984817018017363
A2sP,0.020801767363176266,0.9791982326368237
A2oP,0.0072054699445250345,0.992794530055475
KKP,4.3391477913737744e-05,0.9999566085220862
KQsP,6.368615462998345e-05,0.99993631384537
KQoP,0.0001154821244413888,0.9998845178755587
KJsP,0.0008365508365508366,0.9991634491634491
KJoP,6.405329233922624e-05,0.9999359467076607
KTsP,0.0032786393916083216,0.9967213606083917
KToP,8.543722499893203e-05,0.999914562775001
K9sP,0.010821668627240245,0.9891783313727597
K9oP,0.008556876978097979,0.9914431230219021
K8sP,6.36213258684311e-05,0.9999363786741315
K8oP,0.0028848491720476284,0.9971151508279523
K7sP,0.0030960434328533614,0.9969039565671466
K7oP,0.0010241497191742933,0.9989758502808257
