,P,B
AA,0.8381029663993573,0.16189703360064264
AKs,0.001776828785069324,0.9982231712149308
AKo,0.0004082037148897613,0.9995917962851102
AQs,0.0005181347150259067,0.9994818652849741
AQo,0.0003186948746656649,0.9996813051253343
AJs,0.05081107696249092,0.9491889230375091
AJo,0.0034804209681036724,0.9965195790318963
ATs,0.005689739609960021,0.99431026039004
ATo,0.0006394976652759232,0.999360502334724
A9s,0.426202597660847,0.5737974023391529
A9o,0.00017439832577607255,0.999825601674224
A8s,0.0005241090146750524,0.999475890985325
A8o,0.0001768033946251768,0.9998231966053748
A7s,0.027189024094035594,0.9728109759059644
A7o,0.014954083893676562,0.9850459161063234
A6s,0.004759358251381883,0.9952406417486181
A6o,0.0040849201552867805,0.9959150798447133
A5s,0.0041384072138390855,0.9958615927861609
A5o,0.0004956912987112026,0.9995043087012888
A4s,0.029643829257706172,0.9703561707422937
A4o,0.11002379077145144,0.8899762092285486
A3s,0.01354478669559731,0.9864552133044027
A3o,0.012174121351140732,0.9878258786488593
A2s,0.40519433602265637,0.5948056639773436
A2o,0.028780823851269385,0.9712191761487305
KK,0.6674693958283017,0.33253060417169844
KQs,0.01264758667134391,0.9873524133286561
KQo,0.0021198317528318064,0.9978801682471682
KJs,0.019252129021158297,0.9807478709788418
KJo,0.0045431615616685,0.9954568384383314
KTs,0.017188660862870825,0.9828113391371291
KTo,0.017991149531406223,0.9820088504685938
K9s,0.0005149330587023687,0.9994850669412977
K9o,0.011783451813789286,0.9882165481862106
K8s,0.01695999900305119,0.9830400009969488
K8o,0.0033304434664647694,0.9966695565335352
K7s,0.04762101696005402,0.9523789830399461
K7o,0.0001755001755001755,0.9998244998244998
K6s,0.0063845262966938645,0.9936154737033062
K6o,0.0001733102253032929,0.9998266897746967
K5s,0.010977066550224311,0.9890229334497757
K5o,0.0007684426229508199,0.9992315573770492
K4s,0.494575209309776,0.5054247906902241
K4o,0.0003427004797806717,0.9996572995202193
K3s,0.005743260726179491,0.9942567392738205
K3o,0.00016739203213927018,0.9998326079678608
K2s,0.005747625803400828,0.9942523741965992
K2o,0.0017053178120322583,0.9982946821879677
QQ,0.4903815462078471,0.509618453792153
QJs,0.000499001996007984,0.9995009980039921
QJo,0.009857813955621872,0.9901421860443782
QTs,0.10241567346008466,0.8975843265399154
QTo,0.04944595570917571,0.9505540442908244
Q9s,0.0005186721991701245,0.9994813278008299
Q9o,0.00016728002676480428,0.9998327199732352
Q8s,0.0007921281474335911,0.9992078718525664
Q8o,0.0003573242465689178,0.999642675753431
Q7s,0.36709527097057704,0.632904729029423
Q7o,0.000877117482078198,0.9991228825179218
