,P,B
AA,0.9779100787819252,0.022089921218074862
AKs,0.44479506337049673,0.5552049366295032
AKo,0.0003376918089474822,0.9996623081910525
AQs,0.15255420086119262,0.8474457991388074
AQo,0.222828476202276,0.777171523797724
AJs,0.5030275050560223,0.4969724949439776
AJo,0.07779813836014653,0.9222018616398535
ATs,0.00032133676092544985,0.9996786632390745
ATo,0.03260503941202944,0.9673949605879705
A9s,0.4394357782337377,0.5605642217662623
A9o,0.044696956281498536,0.9553030437185014
A8s,0.27922364465736904,0.7207763553426311
A8o,0.12827144613868388,0.8717285538613162
A7s,0.060149732554740404,0.9398502674452596
A7o,0.005049554118506255,0.9949504458814936
A6s,0.06007144843241026,0.9399285515675898
A6o,0.018559163007860625,0.9814408369921394
A5s,0.1771336933623317,0.8228663066376682
A5o,0.07967954514251689,0.920320454857483
A4s,0.0003337783711615487,0.9996662216288384
A4o,0.004310678834693336,0.9956893211653066
A3s,0.04722342859588854,0.9527765714041114
A3o,0.25133810516210303,0.748661894837897
A2s,0.03138083646383032,0.9686191635361697
A2o,0.0017475684046364965,0.9982524315953634
KK,0.9091114830375067,0.09088851696249335
KQs,0.5754020711785727,0.42459792882142733
KQo,0.09724708268423705,0.9027529173157628
KJs,0.27191182264664193,0.7280881773533581
KJo,0.5054537749916913,0.4945462250083088
KTs,0.014122860993876964,0.985877139006123
KTo,0.3167446767085288,0.6832553232914712
K9s,0.6941812469967747,0.30581875300322525
K9o,0.005453211856946898,0.9945467881430531
K8s,0.5017666273758542,0.4982333726241458
K8o,0.11267384473904571,0.8873261552609543
K7s,0.9502038242998733,0.04979617570012677
K7o,0.00010957703265395574,0.9998904229673461
K6s,0.09455610214660175,0.9054438978533983
K6o,0.24930033535726714,0.7506996646427329
K5s,0.2789849833543395,0.7210150166456605
K5o,0.20965487839043886,0.7903451216095612
K4s,0.17801082262519438,0.8219891773748057
K4o,0.009926853100121875,0.9900731468998781
K3s,0.15901055299399,0.8409894470060101
K3o,0.23457067907970142,0.7654293209202986
K2s,0.004336621955936398,0.9956633780440636
K2o,0.017294206386381707,0.9827057936136184
QQ,0.9980899793449665,0.0019100206550335817
QJs,0.24152312430891051,0.7584768756910895
QJo,0.38783548548488683,0.6121645145151132
QTs,0.00033829499323410016,0.9996617050067659
QTo,0.1633793936718407,0.8366206063281592
Q9s,0.3154997900895661,0.684500209910434
Q9o,0.000667453975433763,0.9993325460245662
Q8s,0.6522456687473692,0.3477543312526308
Q8o,0.029461952738024173,0.9705380472619757
Q7s,0.5686355695818316,0.4313644304181684
Q7o,0.00011022927689594356,0.999889770723104
Q6s,0.5933564849447457,0.4066435150552544
Q6o,0.03053948381317018,0.9694605161868299
Q5s,0.0030337591951199103,0.99696624080488
Q5o,0.004282817860933328,0.9957171821390668
Q4s,0.43441985595783683,0.5655801440421632
Q4o,0.13213639430468987,0.8678636056953101
Q3s,0.665096265337239,0.334903734662761
Q3o,0.00010962508221881167,0.9998903749177812
Q2s,0.0952555867929949,0.9047444132070052
Q2o,0.0007510306051495835,0.9992489693948505
JJ,0.8876022444187224,0.11239775558127771
JTs,0.831002026452739,0.1689979735472609
JTo,0.05782859921564502,0.9421714007843549
J9s,0.9455485583373121,0.054451441662687984
J9o,0.8759887574572335,0.1240112425427665
J8s,0.6367495443811722,0.36325045561882785
J8o,0.7795169764818202,0.22048302351817975
J7s,0.1802670697704451,0.819732930229555
J7o,0.3869437426903949,0.6130562573096052
J6s,0.21431924927009996,0.7856807507299
