,P,B
AA,0.9022597592909054,0.0977402407090947
AKs,0.1835578543397288,0.8164421456602712
AKo,0.26840789410833404,0.731592105891666
AQs,0.8437662181265517,0.15623378187344827
AQo,0.9586491228073774,0.04135087719262259
AJs,0.4164581950735192,0.5835418049264808
AJo,0.22767859729125578,0.7723214027087443
ATs,0.8400819070918601,0.15991809290813988
ATo,0.579615331781088,0.42038466821891196
A9s,0.5932898442386894,0.40671015576131064
A9o,0.00010948105977665864,0.9998905189402233
A8s,0.7591141052168948,0.24088589478310515
A8o,0.1175143182999981,0.8824856817000019
A7s,0.46707015505188904,0.532929844948111
A7o,0.00010845986984815618,0.9998915401301518
A6s,0.2706963852649093,0.7293036147350908
A6o,0.004794800847982403,0.9952051991520176
A5s,0.5842807160752174,0.41571928392478275
A5o,0.01729058491749677,0.9827094150825033
A4s,0.0003315649867374005,0.9996684350132626
A4o,0.15030544836093612,0.8496945516390638
A3s,0.01526452254479201,0.9847354774552081
A3o,0.029385914087635637,0.9706140859123644
A2s,0.0007868494358314095,0.9992131505641687
A2o,0.3143278679529601,0.6856721320470398
KK,0.9762436251553074,0.023756374844692646
KQs,0.7598963926268145,0.24010360737318553
KQo,0.13715164483938252,0.8628483551606175
KJs,0.03558354291238991,0.9644164570876101
KJo,0.2000013639960149,0.7999986360039851
KTs,0.6435853803780903,0.35641461962190973
KTo,0.003197625340538994,0.9968023746594611
K9s,0.5504089681534272,0.4495910318465728
K9o,0.00011116051578479324,0.9998888394842153
K8s,0.03260834527361707,0.9673916547263829
K8o,0.03655562265404213,0.9634443773459578
K7s,0.2665474929614743,0.7334525070385257
K7o,0.1823027314138426,0.8176972685861574
K6s,0.0034879328220707604,0.9965120671779292
K6o,0.027220325808702765,0.9727796741912973
K5s,0.3901590131887846,0.6098409868112153
K5o,0.0035159781351917874,0.9964840218648082
K4s,0.06340043575149398,0.936599564248506
K4o,0.00014414841088708437,0.9998558515891129
K3s,0.032126596520677335,0.9678734034793226
