,P,B
AA,0.8319689527474072,0.16803104725259263
AKs,0.0014918649430516002,0.9985081350569485
AKo,0.0006984403896710447,0.9993015596103291
AQs,0.002437309372442217,0.9975626906275578
AQo,0.00022002200220022002,0.9997799779977998
AJs,0.28092699447423075,0.7190730055257694
AJo,0.0004680486994866817,0.9995319513005133
ATs,0.12108925486051603,0.878910745139484
ATo,0.0009998994236890672,0.999000100576311
A9s,0.22917516101328364,0.7708248389867163
A9o,0.002549469165017907,0.9974505308349821
A8s,0.004270653827478193,0.9957293461725217
A8o,0.0023195999992388647,0.9976804000007611
A7s,0.019535085751082405,0.9804649142489177
A7o,0.011255930343636374,0.9887440696563636
A6s,0.11046074736289914,0.8895392526371009
A6o,0.0002621514216298301,0.9997378485783702
A5s,0.42161959251601977,0.5783804074839802
A5o,0.00010972130787798991,0.999890278692122
A4s,0.017443124865586815,0.9825568751344131
A4o,0.014236726956759047,0.9857632730432411
A3s,0.27437463189614786,0.7256253681038521
A3o,0.00010888501742160279,0.9998911149825784
A2s,0.0003333333333333333,0.9996666666666667
A2o,0.018524351571381624,0.9814756484286183
KK,0.8878125027644893,0.11218749723551075
KQs,0.32266860081971543,0.6773313991802845
KQo,0.0003575402386222753,0.9996424597613778
KJs,0.004421331189879766,0.9955786688101202
KJo,0.0032158259604077926,0.9967841740395922
KTs,0.12992596246149202,0.870074037538508
KTo,0.0008539396232973738,0.9991460603767026
K9s,0.243605462694118,0.756394537305882
K9o,0.00010914647456887143,0.9998908535254312
K8s,0.005181131499903432,0.9948188685000965
K8o,0.00011054609772275039,0.9998894539022772
K7s,0.0006578304621236035,0.9993421695378765
K7o,0.0004476275738585497,0.9995523724261415
K6s,0.00031867431485022306,0.9996813256851498
K6o,0.0004213483146067416,0.9995786516853933
K5s,0.00033829499323410016,0.9996617050067659
K5o,0.0012695119902140486,0.9987304880097859
K4s,0.0006561951992155828,0.9993438048007844
K4o,0.04975616181812346,0.9502438381818766
K3s,0.00033068783068783067,0.9996693121693122
K3o,0.025276263745618283,0.9747237362543818
K2s,0.003313803609197221,0.9966861963908028
K2o,0.02168324040928231,0.9783167595907177
QQ,0.8105819400342967,0.18941805996570327
QJs,0.04380492110709116,0.9561950788929088
QJo,0.0031340607107493462,0.9968659392892507
QTs,0.023101167216204036,0.976898832783796
QTo,0.000366734371473708,0.9996332656285263
Q9s,0.3029886799854228,0.6970113200145773
Q9o,0.0018329540538241256,0.9981670459461758
Q8s,0.0007335557095035283,0.9992664442904965
Q8o,0.00010822510822510823,0.9998917748917749
Q7s,0.008131395555367502,0.9918686044446325
Q7o,0.015401573728068278,0.9845984262719318
Q6s,0.0025057583096918215,0.9974942416903082
Q6o,0.00011079104808331487,0.9998892089519167
Q5s,0.07587010494965649,0.9241298950503435
Q5o,0.12724070565328413,0.872759294346716
Q4s,0.00032175032175032174,0.9996782496782497
Q4o,0.0020077939377564826,0.9979922060622435
Q3s,0.010635203658479546,0.9893647963415204
Q3o,0.2607098326414504,0.7392901673585495
Q2s,0.0018783930510314873,0.9981216069489685
Q2o,0.00011208249271463797,0.9998879175072853
JJ,0.9101626757773229,0.08983732422267704
JTs,0.011306018857032994,0.9886939811429669
JTo,0.13121436386268034,0.8687856361373196
J9s,0.11241749532846726,0.8875825046715328
J9o,0.01769713973086468,0.9823028602691354
J8s,0.0030787516555227834,0.9969212483444772
J8o,0.00011054609772275039,0.9998894539022772
J7s,0.11868579221037863,0.8813142077896214
J7o,0.650884155818164,0.3491158441818361
J6s,0.0030609570596781665,0.9969390429403218
J6o,0.04272108589471424,0.9572789141052856
J5s,0.06409647230328389,0.9359035276967161
J5o,0.00011340440009072352,0.9998865955999092
J4s,0.010547670547810677,0.9894523294521894
J4o,0.00011037527593818985,0.9998896247240618
J3s,0.05394705481692152,0.9460529451830785
J3o,0.012164644373318744,0.9878353556266813
J2s,0.003114838310164105,0.996885161689836
J2o,0.15357194607143138,0.8464280539285686
TT,0.8535491072676332,0.14645089273236678
T9s,0.00033200531208499334,0.999667994687915
T9o,0.00019020452157154924,0.9998097954784284
T8s,0.14580921109491038,0.8541907889050897
T8o,0.00040584415584415587,0.9995941558441559
T7s,0.009267862401905084,0.990732137598095
T7o,0.00010921799912625601,0.9998907820008738
T6s,0.0003168567807351077,0.9996831432192649
T6o,0.0005338284709034562,0.9994661715290964
T5s,0.009572359916321816,0.9904276400836782
T5o,0.00019279640699421398,0.9998072035930058
T4s,0.0018887997635307467,0.9981112002364693
T4o,0.0037652109986282965,0.9962347890013717
T3s,0.0006203473945409429,0.999379652605459
T3o,0.8641479938303228,0.13585200616967713
T2s,0.4296993193788083,0.5703006806211917
T2o,0.7658697522224268,0.23413024777757313
99,0.7564090278939611,0.24359097210603875
98s,0.5621375704103838,0.43786242958961613
98o,0.0002175805047867711,0.9997824194952132
97s,0.9982483412739109,0.0017516587260891312
97o,0.017248914052886866,0.9827510859471131
96s,0.8144222258235135,0.1855777741764864
96o,0.00011049723756906077,0.9998895027624309
95s,0.00035236081747709656,0.9996476391825229
95o,0.0009708312169729652,0.9990291687830269
94s,0.0012082715441535364,0.9987917284558464
94o,0.0024691297252666107,0.9975308702747335
93s,0.001163590739841347,0.9988364092601586
93o,0.0019399618834712667,0.9980600381165287
92s,0.06492583736320945,0.9350741626367906
92o,0.0616174448889271,0.9383825551110728
88,0.5333156972669252,0.46668430273307476
87s,0.037568713193033725,0.9624312868069662
87o,0.00011071744906997343,0.99988928255093
86s,0.0029629197466886728,0.9970370802533113
86o,0.003122709748694578,0.9968772902513053
85s,0.00045851010445848063,0.9995414898955415
85o,0.25897107949901366,0.7410289205009863
84s,0.015612466863990102,0.9843875331360099
84o,0.12355362334723198,0.876446376652768
83s,0.7212004582323526,0.27879954176764754
83o,0.000864861963557154,0.9991351380364429
82s,0.04580667810881526,0.9541933218911848
82o,0.9584822812681969,0.04151771873180324
77,0.33517245987677036,0.6648275401232295
76s,0.0018690522954496497,0.9981309477045504
76o,0.0036035507656836867,0.9963964492343163
75s,0.27139742963698865,0.7286025703630115
75o,0.0007602500081828059,0.9992397499918172
74s,0.055615695140045815,0.9443843048599542
74o,0.5429266678223614,0.45707333217763857
73s,0.01670202994048568,0.9832979700595142
73o,0.8702562459153824,0.1297437540846176
72s,0.8591614656694148,0.14083853433058527
72o,0.9972643088788059,0.002735691121194131
66,0.23813699901273114,0.7618630009872689
65s,0.0006635700066357001,0.9993364299933643
65o,0.00011319900384876613,0.9998868009961512
64s,0.10114432292260067,0.8988556770773993
64o,0.978654993538575,0.0213450064614249
63s,0.20489013438494247,0.7951098656150576
63o,0.9941443134282347,0.005855686571765219
