,P,B
QD0FL0ST4TR0PR0,0.0019322235434007134,0.9980677764565993
QD0FL0ST0TR1PR1,0.24494432415659664,0.7550556758434034
QD0FL0ST0TR0PR0,0.001860216063563162,0.9981397839364368
QD0FL5ST4TR0PR0,0.125,0.875
QD0FL0ST5TR0PR0,0.002577319587628866,0.9974226804123711
QD0FL5ST5TR0PR0,0.5,0.5
QD0FL0ST0TR0PR1,2.427773731488225e-06,0.9999975722262685
QD1FL0ST0TR0PR0,0.015224358974358976,0.9847756410256411
QD0FL0ST0TR1PR0,0.0006242262095076059,0.9993757737904924
QD0FL0ST0TR0PR2,2.093013520867345e-05,0.9999790698647913
QD0FL5ST0TR0PR0,0.0004935834155972359,0.9995064165844028
QD0FL4ST0TR0PR1,9.375585974123383e-05,0.9999062441402587
QD0FL4ST5TR0PR0,0.05,0.95
QD0FL4ST0TR0PR0,0.0005502113324261215,0.999449788667574
QD0FL4ST4TR0PR0,0.005555555555555556,0.9944444444444445
QD0FL0ST4TR0PR0P,0.0026642984014209592,0.9973357015985791
QD0FL0ST0TR1PR1P,0.5,0.5
QD0FL0ST0TR0PR0P,0.21510201525570735,0.7848979847442926
QD0FL5ST4TR0PR0P,0.5,0.5
QD0FL0ST5TR0PR0P,0.5,0.5
QD0FL5ST5TR0PR0P,0.5,0.5
QD0FL0ST0TR0PR1P,2.420533872951018e-06,0.999997579466127
QD1FL0ST0TR0PR0P,0.5,0.5
QD0FL0ST0TR1PR0P,0.0015956598053295037,0.9984043401946705
QD0FL0ST0TR0PR2P,0.00012165237329831959,0.9998783476267017
QD0FL5ST0TR0PR0P,0.0036231884057971015,0.9963768115942029
QD0FL4ST0TR0PR1P,0.0017394665635871666,0.9982605334364129
QD0FL4ST5TR0PR0P,0.5,0.5
QD0FL4ST0TR0PR0P,0.001968527674594623,0.9980314723254055
QD0FL4ST4TR0PR0P,0.006666666666666667,0.9933333333333333
QD0FL0ST4TR0PR0B,0.0002960331557134399,0.9997039668442865
QD0FL0ST0TR1PR1B,0.0011111111111111111,0.9988888888888889
QD0FL0ST0TR0PR0B,2.0580874604847206e-06,0.9999979419125395
QD0FL5ST4TR0PR0B,0.08333333333333333,0.9166666666666666
QD0FL0ST5TR0PR0B,0.0027472527472527475,0.9972527472527473
QD0FL5ST5TR0PR0B,0.5,0.5
QD0FL0ST0TR0PR1B,1.2586776139345294e-05,0.9999874132238606
QD1FL0ST0TR0PR0B,0.005952380952380952,0.9940476190476191
QD0FL0ST0TR1PR0B,7.978299026647519e-05,0.9999202170097335
QD0FL0ST0TR0PR2B,2.0943285582642206e-05,0.9999790567144173
QD0FL5ST0TR0PR0B,0.0005175983436853002,0.9994824016563147
QD0FL4ST0TR0PR1B,0.00039240491501798034,0.999607595084982
QD0FL4ST5TR0PR0B,0.0625,0.9375
QD0FL4ST0TR0PR0B,0.00014227989300552045,0.9998577201069946
QD0FL4ST4TR0PR0B,0.006666666666666667,0.9933333333333333
QD0FL0ST4TR0PR0PB,0.07692307692307693,0.9230769230769231
QD0FL0ST0TR1PR1PB,0.002314376648604681,0.9976856233513953
QD0FL0ST0TR0PR0PB,0.08376098335991645,0.9162390166400834
QD0FL5ST4TR0PR0PB,0.5,0.5
QD0FL0ST5TR0PR0PB,0.5,0.5
QD0FL5ST5TR0PR0PB,0.5,0.5
QD0FL0ST0TR0PR1PB,0.5,0.5
QD1FL0ST0TR0PR0PB,0.7982456140350878,0.20175438596491227
QD0FL0ST0TR1PR0PB,0.5796608376815684,0.4203391623184316
QD0FL0ST0TR0PR2PB,0.5,0.5
QD0FL5ST0TR0PR0PB,0.5,0.5
QD0FL4ST0TR0PR1PB,0.5,0.5
QD0FL4ST5TR0PR0PB,0.5,0.5
QD0FL4ST0TR0PR0PB,0.03881189602217395,0.9611881039778261
QD0FL4ST4TR0PR0PB,0.5,0.5
