,P,B
QD0FL0ST4TR0PR0,0.0013698630136986301,0.9986301369863013
QD0FL0ST0TR1PR1,0.005263157894736842,0.9947368421052631
QD0FL0ST0TR0PR0,0.2435337700676919,0.756466229932308
QD0FL5ST4TR0PR0,0.16666666666666666,0.8333333333333334
QD0FL0ST5TR0PR0,0.015625,0.984375
QD0FL5ST5TR0PR0,0.5,0.5
QD0FL0ST0TR0PR1,0.00018120858489377743,0.9998187914151062
QD1FL0ST0TR0PR0,0.016666666666666666,0.9833333333333333
QD0FL0ST0TR1PR0,0.00665788703541118,0.9933421129645889
QD0FL0ST0TR0PR2,0.0005249658829774308,0.9994750341170225
QD0FL5ST0TR0PR0,0.002304147465437788,0.9976958525345622
QD0FL4ST0TR0PR1,0.001536491846861876,0.9984635081531381
QD0FL4ST5TR0PR0,0.25,0.75
QD0FL4ST0TR0PR0,0.00021561017680034498,0.9997843898231996
QD0FL4ST4TR0PR0,0.025,0.975
QD0FL0ST4TR0PR0P,0.027277351675072135,0.9727226483249278
QD0FL0ST0TR1PR1P,0.1,0.9
QD0FL0ST0TR0PR0P,0.7245603862156434,0.2754396137843565
QD0FL5ST4TR0PR0P,0.5,0.5
QD0FL0ST5TR0PR0P,0.039473684210526314,0.9605263157894737
QD0FL5ST5TR0PR0P,0.5,0.5
QD0FL0ST0TR0PR1P,1.2117686975910038e-05,0.999987882313024
QD1FL0ST0TR0PR0P,0.045454545454545456,0.9545454545454546
QD0FL0ST0TR1PR0P,0.019117802627519283,0.9808821973724807
QD0FL0ST0TR0PR2P,0.00010606703436571913,0.9998939329656343
QD0FL5ST0TR0PR0P,0.010582010582010581,0.9894179894179894
QD0FL4ST0TR0PR1P,0.006238859180035651,0.9937611408199644
QD0FL4ST5TR0PR0P,0.5,0.5
QD0FL4ST0TR0PR0P,0.042274733071123456,0.9577252669288765
QD0FL4ST4TR0PR0P,0.041666666666666664,0.9583333333333334
QD0FL0ST4TR0PR0B,0.0014705882352941176,0.9985294117647059
QD0FL0ST0TR1PR1B,0.004545454545454545,0.9954545454545455
QD0FL0ST0TR0PR0B,0.0002532041430354362,0.9997467958569646
QD0FL5ST4TR0PR0B,0.25,0.75
QD0FL0ST5TR0PR0B,0.013157894736842105,0.9868421052631579
QD0FL5ST5TR0PR0B,0.5,0.5
QD0FL0ST0TR0PR1B,1.8176530463865057e-05,0.9999818234695361
QD1FL0ST0TR0PR0B,0.022727272727272728,0.9772727272727273
QD0FL0ST0TR1PR0B,0.00365492765071295,0.9963450723492872
QD0FL0ST0TR0PR2B,0.00033587894215811065,0.999664121057842
QD0FL5ST0TR0PR0B,0.0026455026455026454,0.9973544973544973
QD0FL4ST0TR0PR1B,0.000445632798573975,0.999554367201426
QD0FL4ST5TR0PR0B,0.5,0.5
QD0FL4ST0TR0PR0B,0.0002377715283844259,0.9997622284716156
QD0FL4ST4TR0PR0B,0.020833333333333332,0.9791666666666666
QD0FL0ST4TR0PR0PB,0.5,0.5
QD0FL0ST0TR1PR1PB,0.5,0.5
QD0FL0ST0TR0PR0PB,0.020783129134224924,0.9792168708657751
QD0FL5ST4TR0PR0PB,0.5,0.5
QD0FL0ST5TR0PR0PB,0.5,0.5
QD0FL5ST5TR0PR0PB,0.5,0.5
QD0FL0ST0TR0PR1PB,0.03336377803015745,0.9666362219698426
QD1FL0ST0TR0PR0PB,0.5,0.5
QD0FL0ST0TR1PR0PB,0.958473308614406,0.041526691385594
QD0FL0ST0TR0PR2PB,0.099088935361373,0.900911064638627
QD0FL5ST0TR0PR0PB,0.5,0.5
QD0FL4ST0TR0PR1PB,0.7656639640698236,0.23433603593017638
QD0FL4ST5TR0PR0PB,0.5,0.5
QD0FL4ST0TR0PR0PB,0.5,0.5
QD0FL4ST4TR0PR0PB,0.5,0.5
